Product Name,Prices,Category,Type,Image URL(s),Stock Quantity,Description,Product Buy Link,Size/Color Variants,Gender
Fabula RFQ1-Gold-Plated Jesus Band Ring,₹2199,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root/20230727/S20n/64c25398a9b42d15c972eec3/fabula_gold-toned_rfq1-gold-plated_jesus_band_ring.jpg,321,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/fabula-rfq1-gold-plated-jesus-band-ring/p/465310113_gold,gold,Men
Fabula EHY5-Silver-Plated Stone-Studded Stud Earrings,₹2499,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root/20230628/vFdg/649bb95ca9b42d15c9081e9a/fabula_silver_ehy5-silver-plated_stone-studded_stud_earrings.jpg,216,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/fabula-ehy5-silver-plated-stone-studded-stud-earrings/p/465731019_silver,silver,Men
BHRM Men Silver-Plated Chain with S-Hook Closure,₹1899,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20240102/VOXb/6593d8ebddf7791519faa144/bhrm_silver-toned_men_silver-plated_chain_with_s-hook_closure.jpg,160,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/bhrm-men-silver-plated-chain-with-s-hook-closure/p/466935202_silver,silver,Men
Oomph Men Stainless Steel Chain,₹2099,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20241029/gs0P/6720197f260f9c41e8aa521e/oomph_silver_men_stainless_steel_chain.jpg,321,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-men-stainless-steel-chain-/p/700665769_silver,silver,Men
Panicia Pack Of 4 Regular Trunks,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250922/5OZr/68d148a63d468c61ab15236f/panicia_blue_pack_of_4_regular_trunks.jpg,384,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-pack-of-4-regular-trunks/p/702295525_blue,blue,Men
Oomph BFQ11_AJR3 Leather Bracelet with Drawstrings,₹2499,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20230322/MtU1/641b1b86907deb497aab0935/oomph_black_bfq11_ajr3_leather_bracelet_with_drawstrings.jpg,273,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/oomph-bfq11-ajr3-leather-bracelet-with-drawstrings/p/465963321_black,black,Men
Fabula Men Pack of 2 Cocktail Rings,₹2999,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root/20241127/l6Pt/674709170f47f80c87affdcd/fabula_silver_men_pack_of_2_cocktail_rings.jpg,164,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/fabula-men-pack-of-2-cocktail-rings/p/700813315_silver,silver,Men
Oomph Men Pack of 2 Bracelet,₹2799,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20241119/QL9I/673cbeafc148fa1b30d78b7f/oomph_black_men_pack_of_2_bracelet.jpg,243,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/oomph-men-pack-of-2-bracelet/p/700778446_black,black,Men
Panicia Men Nylon Trunks,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root/20250206/5ewo/67a3e6e92960820c49644922/panicia_white_men_nylon_trunks.jpg,286,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-men-nylon-trunks/p/701169584_multi,multi,Men
Fabula Men Silver-Plated Chain with Pendant,₹2499,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root1/20250825/U4NQ/68ac53db8bfb9009aca9e828/fabula_silver-toned_men_silver-plated_chain_with_pendant.jpg,161,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/fabula-men-silver-plated-chain-with-pendant/p/702146564_silver,silver,Men
Fabula Men Set of 2 Silver-Plated Stud Earrings,₹2599,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250805/lIVV/689205d18bfb9009ac643107/fabula_silver-toned_men_set_of_2_silver-plated_stud_earrings.jpg,155,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/fabula-men-set-of-2-silver-plated-stud-earrings/p/702070896_silver,silver,Men
Oomph Men Silver Plated Long Chain,₹2399,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root1/20250716/chct/68770cb45d4cb41380138bb4/oomph_silver_men_silver_plated_long_chain.jpg,321,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-men-silver-plated-long-chain/p/701956503_silver,silver,Men
Oomph Men Set of 2 Silver-Plated Cubic Zirconia-Studded Stud Earrings,₹2899,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250716/o8ug/6876c9e26034bf77f0ae2b38/oomph_silver-toned_men_set_of_2_silver-plated_cubic_zirconia-studded_stud_earrings.jpg,386,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/oomph-men-set-of-2-silver-plated-cubic-zirconia-studded-stud-earrings/p/701950990_silver,silver,Men
Panicia Pack Of 4 Regular Trunks,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250922/Iw3Y/68d1435f8bfb9009ac23d0b4/panicia_white_pack_of_4_regular_trunks.jpg,328,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-pack-of-4-regular-trunks/p/702295525_multi,multi,Men
Fabula Men Set of 3 Silver-Plated Cubic Zirconia Studs,₹2699,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250926/NVGv/68d59f068bfb9009ac38cf42/fabula_silver_men_set_of_3_silver-plated_cubic_zirconia_studs.jpg,187,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/fabula-men-set-of-3-silver-plated-cubic-zirconia-studs/p/702319917_silver,silver,Men
Oomph Men Chains with Pendant,₹2399,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root1/20251125/uU2H/692593c788d6d62ff8062c73/oomph_silver_men_chains_with_pendant.jpg,172,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-men-chains-with-pendant/p/702542830_silver,silver,Men
Oomph Men Set of 6 Stainless Steel Dumb Bell Stud Earrings,₹2999,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root/20241130/Moqn/674ad4fcc148fa1b30fe4590/oomph_silver-toned_men_set_of_6_stainless_steel_dumb_bell_stud_earrings.jpg,177,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/oomph-men-set-of-6-stainless-steel-dumb-bell-stud-earrings/p/700834732_multi,multi,Men
NVR Stainless Steel Chain Link Kada Bracelet,₹2799,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20240705/jwMi/668745d71d763220faeb978e/nvr_gold_stainless_steel_chain_link_kada_bracelet.jpg,175,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/nvr-stainless-steel-chain-link-kada-bracelet/p/700163124_gold,gold,Men
BHRM Men Silver-Plated Chain with Pendant,₹1899,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20240102/nClZ/6593d55aafa4cf41f5fa8505/bhrm_silver-toned_men_silver-plated_chain_with_pendant.jpg,179,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/bhrm-men-silver-plated-chain-with-pendant/p/466935219_silver,silver,Men
Urban Hug Pack of 3 Boxers,₹7299,Clothing,Boxers,https://assets.ajio.com/medias/sys_master/root/20211023/NoRN/61730baef997ddf8f1e33e42/urban_hug_multicoloured_pack_of_3_boxers.jpg,282,Comfortable boxers in breathable fabric — ideal for everyday wear.,https://www.ajio.com/urban-hug-pack-of-3-boxers/p/460788892_multi,multi,Men
Om Jewells RK1000324 Lord Lakshmi Design Wristband,₹899,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20210707/ictR/60e4a229aeb269a9e33a4c80/om_jewells_multicolored_rk1000324_lord_lakshmi_design_wristband.jpg,184,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/om-jewells-rk1000324-lord-lakshmi-design-wristband/p/462509491_multi,multi,Men
Star Word Men Printed Trunks with Elasticated Waistband,₹1199,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250818/1P8Z/68a3154d3d468c61ab728f46/star_word_multicoloured_men_printed_trunks_with_elasticated_waistband.jpg,372,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/star-word-men-printed-trunks-with-elasticated-waistband/p/702122192_multi,multi,Men
Star Word Men Regular Fit Trunks with Elasticated Waist,₹1199,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250818/aEs0/68a32ab98bfb9009ac8b9243/star_word_black_men_regular_fit_trunks_with_elasticated_waist.jpg,163,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/star-word-men-regular-fit-trunks-with-elasticated-waist/p/702123179_black,black,Men
BEACH CURVE Unisex Ribbed Socks,₹599,Clothing,Socks,https://assets.ajio.com/medias/sys_master/root1/20251203/pa7z/692f4d66720fb821d365fc2a/beach_curve_grey_unisex_ribbed_socks.jpg,190,High-performance socks with ribbed construction for grip and all-day comfort.,https://www.ajio.com/beach-curve-unisex-ribbed-socks/p/702579212_multi,multi,Men
BEACH CURVE Men Ribbed Socks,₹599,Clothing,Socks,https://assets.ajio.com/medias/sys_master/root1/20251203/YQz6/692f4adf720fb821d365bc19/beach_curve_grey_men_ribbed_socks.jpg,225,High-performance socks with ribbed construction for grip and all-day comfort.,https://www.ajio.com/beach-curve-men-ribbed-socks/p/702578709_multi,multi,Men
Star Word Men Printed Trunks with Elasticated Waistband,₹1199,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250818/mCK2/68a317d48bfb9009ac890bd5/star_word_navy_blue_men_printed_trunks_with_elasticated_waistband.jpg,389,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/star-word-men-printed-trunks-with-elasticated-waistband/p/702122192_navy,navy,Men
Star Word Men Printed Trunks with Elasticated Waistband,₹1199,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250818/hY0a/68a319993d468c61ab732c93/star_word_white_men_printed_trunks_with_elasticated_waistband.jpg,228,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/star-word-men-printed-trunks-with-elasticated-waistband/p/702122192_white,white,Men
BEACH CURVE Unisex Ribbed Socks,₹599,Clothing,Socks,https://assets.ajio.com/medias/sys_master/root1/20251203/93GO/692f4a258945db77cf0796ae/beach_curve_red_unisex_ribbed_socks.jpg,177,High-performance socks with ribbed construction for grip and all-day comfort.,https://www.ajio.com/beach-curve-unisex-ribbed-socks/p/702579293_red,red,Men
Hoodler Men Polo T-Shirt with Button Closure,₹2199,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20241225/witu/676bc8850f47f80c87208492/hoodler_maroon_men_polo_t-shirt_with_button_closure.jpg,364,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/hoodler-men-polo-t-shirt-with-button-closure/p/700977258_maroon,maroon,Men
Wedani Floral Print 3-Piece Anarkali Kurta Suit Set,₹3399,Clothing,Ethnic Suit Sets,https://assets.ajio.com/medias/sys_master/root/20230930/Wsjk/65175024ddf7791519102301/wedani_navy_blue_floral_print_3-piece_anarkali_kurta_suit_set.png,276,Premium quality Ethnic Suit Sets at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/wedani-floral-print-3-piece-anarkali-kurta-suit-set/p/466652939_navy,navy,Men
Fabula Chain with Lobster Claw Clasp,₹2499,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20231003/hfIH/651c4438ddf7791519162278/fabula_silver-toned_chain_with_lobster_claw_clasp.jpg,279,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/fabula-chain-with-lobster-claw-clasp/p/466657303_silver,silver,Men
BHRM Set of 2 Men Silver-Plated Chain with Pendant,₹1899,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20240102/az5k/6593d8f1afa4cf41f5fae1b2/bhrm_silver-toned_set_of_2_men_silver-plated_chain_with_pendant.jpg,229,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/bhrm-set-of-2-men-silver-plated-chain-with-pendant/p/466935237_silver,silver,Men
Oomph Men Stainless Steel Band Ring,₹2299,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root/20240712/0bhY/669146ac1d763220fa71f7bb/oomph_silver_men_stainless_steel_band_ring.jpg,160,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/oomph-men-stainless-steel-band-ring/p/700186258_silver,silver,Men
BHRM Men Silver-Plated Multistrand Chain with Pendant,₹1899,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20240103/46Ma/659476d7afa4cf41f5fdf502/bhrm_silver-toned_men_silver-plated_multistrand_chain_with_pendant.jpg,275,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/bhrm-men-silver-plated-multistrand-chain-with-pendant/p/466935212_silver,silver,Men
BHRM Men Silver-Plated Chain with Pendant,₹1899,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20240102/LD0v/6593d517ddf7791519fa3e4d/bhrm_black_men_silver-plated_chain_with_pendant.jpg,320,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/bhrm-men-silver-plated-chain-with-pendant/p/466935224_black,black,Men
BHRM Men Silver-Plated Chain with Pendant,₹1899,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20240102/p3oJ/6593d92fddf7791519faa9b3/bhrm_silver-toned_men_silver-plated_chain_with_pendant.jpg,217,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/bhrm-men-silver-plated-chain-with-pendant/p/466935406_silver,silver,Men
"Oomph RFQ1-""Jesus"" Titanium Ring",₹2199,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root/20230727/biAm/64c2529aeebac147fc8ccbc7/oomph_gold_rfq1-%22jesus%22_titanium_ring.jpg,197,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/oomph-rfq1-jesus-titanium-ring/p/463560196_gold,gold,Men
Oomph Silver-Plated Classic Chain,₹1899,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20230727/1Tml/64c25133a9b42d15c9728468/oomph_silver_silver-plated_classic_chain.jpg,218,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-silver-plated-classic-chain/p/463557757_silver,silver,Men
Om Jewells RK1000335 Ethnic Stone-Studded Bracelet,₹999,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20210707/X4nI/60e4a22ff997ddb3121de2ae/om_jewells_multicolor_rk1000335_ethnic_stone-studded_bracelet.jpg,223,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/om-jewells-rk1000335-ethnic-stone-studded-bracelet/p/462510817_multi,multi,Men
Om Jewells RK1000394 Ganesh Goddess Rakhi Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210708/kHhv/60e62300aeb269a9e33c6f75/om_jewells_multicolor_rk1000394_ganesh_goddess_rakhi_bracelet.jpg,169,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000394-ganesh-goddess-rakhi-bracelet/p/462607563_multi,multi,Men
Om Jewells RK1000391 Evileye Rakhi Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210708/hiOK/60e64a9faeb269a9e33d4125/om_jewells_multicolor_rk1000391_evileye_rakhi_bracelet.jpg,322,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000391-evileye-rakhi-bracelet/p/462607574_multi,multi,Men
Om Jewells RK1000321 Beaded Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210622/2Alg/60d1b03af997ddb312e76d2b/om_jewells_brown_rk1000321_beaded_bracelet.jpg,366,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000321-beaded-bracelet/p/462518809_brown,brown,Men
Om Jewells RK1000389 Floral Pattern Rakhi Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210708/a0Ve/60e620aaaeb269a9e33c4ce1/om_jewells_multicolor_rk1000389_floral_pattern_rakhi_bracelet.jpg,171,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000389-floral-pattern-rakhi-bracelet/p/462607551_multi,multi,Men
Om Jewells RK1000326 Kundan-Studded Wristband,₹899,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20210707/pIxE/60e4a22ff997ddb3121de2a2/om_jewells_multicolored_rk1000326_kundan-studded_wristband.jpg,317,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/om-jewells-rk1000326-kundan-studded-wristband/p/462509386_multi,multi,Men
Urban Hug Printed Joggers with Insert Pocket,₹5799,Clothing,Pyjamas,https://assets.ajio.com/medias/sys_master/root/20211130/HORQ/61a52ca2aeb2690110e272dd/urban_hug_blue_printed_joggers_with_insert_pocket.jpg,279,Soft and comfortable pyjamas for a restful night — perfect loungewear.,https://www.ajio.com/urban-hug-printed-joggers-with-insert-pocket/p/469011106_multi,multi,Men
NVR Set of 2 Kundan-Studded Handcrafted Bhaiya Bhabhi Rakhis with Roli Chawal,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250430/L2wI/6811589b55340d4b4f080823/nvr_red_set_of_2_kundan-studded_handcrafted_bhaiya_bhabhi_rakhis_with_roli_chawal.jpg,178,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-set-of-2-kundan-studded-handcrafted-bhaiya-bhabhi-rakhis-with-roli-chawal-/p/701510586_red,red,Men
NVR Set of 2 Kundan-Studded Handcrafted Bhaiya Bhabhi Rakhis with Roli Chawal,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250430/AV1z/6811589b55340d4b4f080824/nvr_green_set_of_2_kundan-studded_handcrafted_bhaiya_bhabhi_rakhis_with_roli_chawal.jpg,398,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-set-of-2-kundan-studded-handcrafted-bhaiya-bhabhi-rakhis-with-roli-chawal-/p/701510586_green,green,Men
NVR Set of 2 Stone-Studded Tie-Up Rakhis,₹1799,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250429/UTWJ/680fdbcf7a6cd4182ffd3b81/nvr_multicoloured_set_of_2_stone-studded_tie-up_rakhis.jpg,280,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-set-of-2-stone-studded-tie-up-rakhis-/p/701507996_multi,multi,Men
NVR Men Beaded Tie-Up Rakhi,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250428/17EF/680fb44055340d4b4f02e64c/nvr_blue_men_beaded_tie-up_rakhi.jpg,192,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-men-beaded-tie-up-rakhi/p/701508164_blue,blue,Men
NVR Men Set of 2 Beaded Tie-Up & Lumba Rakhis,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250428/G7Ic/680fb3b655340d4b4f02dc99/nvr_gold_men_set_of_2_beaded_tie-up_%26_lumba_rakhis.jpg,279,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-men-set-of-2-beaded-tie-up--lumba-rakhis/p/701508096_gold,gold,Men
NVR Set of 2 Kundan-Studded Rakhis,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250430/8JM6/6811ab6355340d4b4f082c94/nvr_red_set_of_2_kundan-studded_rakhis.jpg,367,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-set-of-2-kundan-studded-rakhis/p/701510612_red,red,Men
NVR Set of 2 Kundan-Studded Rakhis,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250429/pBVU/6810ce0e7a6cd4182f00a018/nvr_multicoloured_set_of_2_kundan-studded_rakhis.jpg,161,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-set-of-2-kundan-studded-rakhis/p/701510602_multi,multi,Men
NVR Men Set of 2 Beaded Tie-Up & Lumba Rakhis,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250428/vQfj/680f5ec87a6cd4182ffa7a64/nvr_blue_men_set_of_2_beaded_tie-up_%26_lumba_rakhis.jpg,305,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-men-set-of-2-beaded-tie-up--lumba-rakhis/p/701508128_blue,blue,Men
NVR Kundan-Studded Om-Shaped Thread Rakhi,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250429/ZBJI/681005127a6cd4182ffd544a/nvr_green_kundan-studded_om-shaped_thread_rakhi.jpg,159,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-kundan-studded-om-shaped-thread-rakhi/p/701508160_green,green,Men
Oomph Men Cocktail King Engraved Ring,₹2499,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root/20250516/uhYc/6826499f7a6cd4182f348ff1/oomph_silver-toned_men_cocktail_king_engraved_ring.jpg,360,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/oomph-men-cocktail-king-engraved-ring-/p/701579675_silver,silver,Men
Oomph Men Silver-Plated Chain with Pendant,₹2599,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20250514/nxGs/682477bb55340d4b4f33e355/oomph_silver-toned_men_silver-plated_chain_with_pendant.jpg,263,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-men-silver-plated-chain-with-pendant-/p/701576011_silver,silver,Men
Oomph Men Stone-Beaded Classic Chain,₹2899,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20250517/LMev/6827c29c55340d4b4f3af420/oomph_green_men_stone-beaded_classic_chain.jpg,343,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-men-stone-beaded-classic-chain/p/701579263_green,green,Men
Oomph Men Cocktail Ring,₹2999,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root/20250514/2vAj/6823f5087a6cd4182f2e6d0f/oomph_silver_men_cocktail_ring.jpg,263,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/oomph-men-cocktail-ring/p/701575453_silver,silver,Men
Oomph Men Classic Bracelet,₹2399,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root1/20250716/l6Tl/68769f516034bf77f0a861a9/oomph_black_men_classic_bracelet.jpg,371,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/oomph-men-classic-bracelet/p/701954142_multi,multi,Men
Oomph Men Set of 2 Silver-Plated Cubic Zirconia-Studded Stud Earrings,₹2699,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250715/boOs/687661d16034bf77f0a3f4bc/oomph_silver-toned_men_set_of_2_silver-plated_cubic_zirconia-studded_stud_earrings.jpg,296,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/oomph-men-set-of-2-silver-plated-cubic-zirconia-studded-stud-earrings/p/701950984_silver,silver,Men
Oomph Men Handcrafted Carbon-Beaded Bracelet with Cross,₹2399,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20250714/3PcV/68751a3ce590ff066e527971/oomph_black_men_handcrafted_carbon-beaded_bracelet_with_cross.jpg,200,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/oomph-men-handcrafted-carbon-beaded-bracelet-with-cross/p/701944512_black,black,Men
Oomph Men Set of 2 Silver-Plated Cubic Zirconia-Studded Stud Earrings,₹2699,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250715/REa6/68768d606034bf77f0a739f4/oomph_silver-toned_men_set_of_2_silver-plated_cubic_zirconia-studded_stud_earrings.jpg,256,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/oomph-men-set-of-2-silver-plated-cubic-zirconia-studded-stud-earrings/p/701950974_silver,silver,Men
Oomph Men Silver Plated Long Chain,₹2499,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root1/20250716/A9e3/6876d72d6034bf77f0aea079/oomph_black_men_silver_plated_long_chain.jpg,352,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-men-silver-plated-long-chain/p/701956148_black,black,Men
Oomph Chain,₹2199,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20241014/V5rE/670ce8e9f9b8ef490bb73599/oomph_silver_chain.jpg,172,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-chain/p/700288594_silver,silver,Men
SAZARA Men Genuine Leather Belt,₹1799,Clothing,Belts,https://assets.ajio.com/medias/sys_master/root/20250619/LyNl/685319bb55340d4b4fc104c9/sazara_black_men_genuine_leather_belt.jpg,221,Sleek belt with premium buckle finish — a must-have accessory for a polished look.,https://www.ajio.com/sazara-men-genuine-leather-belt/p/701770435_black,black,Men
Fabula MPFQ8-Silver Plated Wolf Accent Pendant,₹2399,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20230628/hxPl/649bfa97a9b42d15c90fda8f/fabula_silver_toned_mpfq8-silver_plated_wolf_accent_pendant.jpg,256,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/fabula-mpfq8-silver-plated-wolf-accent-pendant/p/465849974_black,black,Men
Fabula BSN22-Stretchable Beaded Bracelet,₹2099,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20230727/6lQk/64c253c7a9b42d15c972f53b/fabula_black_bsn22-stretchable_beaded_bracelet.jpg,225,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/fabula-bsn22-stretchable-beaded-bracelet/p/465328360_black,black,Men
Om Jewells RK1000392 Stone-Studded Krishna Rakhi Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210707/5PAf/60e4d137aeb269a9e33aa82f/om_jewells_multicolor_rk1000392_stone-studded_krishna_rakhi_bracelet.jpg,395,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000392-stone-studded-krishna-rakhi-bracelet/p/462599962_multi,multi,Men
Om Jewells RK1000388 Peacock Pattern Rakhi Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210708/DbRc/60e621e2aeb269a9e33c5edb/om_jewells_multicolor_rk1000388_peacock_pattern_rakhi_bracelet.jpg,236,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000388-peacock-pattern-rakhi-bracelet/p/462607560_multi,multi,Men
